sheet_number,sheet_name,discipline,page_number,scope_package,bid_item,subheading,n_regions,verdict,reason,extracted_text_sample,json_text_sample,quad_px_boxes
A-421,Enlarged Plans Unit 2,Architectural,9,Drywall,Furnish & Install Gypsum Board Type GB-1,Gypsum Board,8,RIGHT,"Referenced text (""180 SF C-1 RB-1 P-1 GB-1 LIVING A | 128 SF C-1 CB-1 P-1 GB-1 BEDROOM G | 141 SF C-1 CB-1 P-1 GB-1 PRIMARY BEDROOM F | 132 SF LVT-1 RB-1/RB-2 P-1 GB-1 "") supports the item; matched terms: board, gb-1, gypsum.",180 SF C-1 RB-1 P-1 GB-1 LIVING A | 128 SF C-1 CB-1 P-1 GB-1 BEDROOM G | 141 SF C-1 CB-1 P-1 GB-1 PRIMARY BEDROOM F | 132 SF LVT-1 RB-1/RB-2 P-1 GB-1 KITCHEN B | 59 SF T-2 TB-1 P-1 GB-1 LAUNDRY E | 71 SF LVT-1 RB-1 P-1 GB-1 HALL H | 34 SF EF-1 RB-1 P-1 GB-1 MECH M | 9 SF LVT-1 RB-1 P-1 GB-1 CLOSET C,LIVING A GB-1 P-1 RB-1 C-1 180 SF | BEDROOM G GB-1 P-1 CB-1 C-1 128 SF | PRIMARY BEDROOM F GB-1 P-1 CB-1 C-1 141 SF | KITCHEN B GB-1 P-1 RB-1/RB-2 LVT-1 132 SF | LAUNDRY E GB-1 P-1 TB-1 T-2 59 SF | HALL H GB-1 P-1 RB-1 LVT-1 71 SF | MECH M GB-1 P-1 RB-1 EF-1 34 SF | CLOSET C GB-1 P-1 RB-1 LVT-1 9 SF,
A-421,Enlarged Plans Unit 2,Architectural,9,Drywall,Furnish & Install Gypsum Board Type GB-2,Gypsum Board,1,RIGHT,"Referenced text (""49 SF T-2 TB-1 EP-1 GB-2 BATH D"") supports the item; matched terms: board, gb-2, gypsum.",49 SF T-2 TB-1 EP-1 GB-2 BATH D,BATH D GB-2 EP-1 TB-1 T-2 49 SF,
A-421,Enlarged Plans Unit 2,Architectural,9,Drywall,Furnish & Install Tile Backer Board And Moisture Resistant Gypsum Board In Wet Areas,Gypsum Board,1,RIGHT,"Referenced text (""C. WHERE THE FINISH SCHEDULE OR INTERIOR ELEVATIONS CALL FOR TILE, REPLACE GYPSUM BOARD SHOWN IN THE WALL'S ASSEMBLY WITH TILE BACKER BOARD WHERE TILE"") supports the item; matched terms: backer, board, gypsum, moisture, resistant, tile.","C. WHERE THE FINISH SCHEDULE OR INTERIOR ELEVATIONS CALL FOR TILE, REPLACE GYPSUM BOARD SHOWN IN THE WALL'S ASSEMBLY WITH TILE BACKER BOARD WHERE TILE OCCURS. REPLACE OTHER GYPSUM BOARD SHOWN IN THAT WALL'S ASSEMBLY WITH MOISTURE RESISTANT GYPSUM BOARD WHERE NO TILE OCCURS.","C. WHERE THE FINISH SCHEDULE OR INTERIOR ELEVATIONS CALL FOR TILE, REPLACE GYPSUM BOARD SHOWN IN THE WALL'S ASSEMBLY WITH TILE BACKER BOARD WHERE TILE OCCURS. REPLACE OTHER GYPSUM BOARD SHOWN IN THAT WALL'S ASSEMBLY WITH MOISTURE RESISTANT GYPSUM BOARD WHERE NO TILE OCCURS.",
A-421,Enlarged Plans Unit 2,Architectural,9,Drywall,Furnish & Install Wall Framing Continuous To Deck And As Per General Notes,Metal Framing,3,RIGHT,"Referenced text (""G. ALL SOFFIT DIMENSIONS ARE TO FACE OF FINISH MATERIAL. | I. FOR TYPICAL CEILING AND SEISMIC BRACING DETAILS, REFER TO A700s SHEET SERIES. | A. ALL N"") supports the item; matched terms: continuou, continuous, deck, wall.","G. ALL SOFFIT DIMENSIONS ARE TO FACE OF FINISH MATERIAL. | I. FOR TYPICAL CEILING AND SEISMIC BRACING DETAILS, REFER TO A700s SHEET SERIES. | A. ALL NEW WALL ASSEMBLIES ARE CONTINUOUS TO BOTTOM OF DECK UNLESS NOTED OTHERWISE.","G. ALL SOFFIT DIMENSIONS ARE TO FACE OF FINISH MATERIAL. | I. FOR TYPICAL CEILING AND SEISMIC BRACING DETAILS, REFER TO A700s SHEET SERIES. | A. ALL NEW WALL ASSEMBLIES ARE CONTINUOUS TO BOTTOM OF DECK UNLESS NOTED OTHERWISE.",
A-421,Enlarged Plans Unit 2,Architectural,9,Rough Carpentry,Furnish & Install Wood Blocking and Backing,Blocking and Backing,3,RIGHT,"Referenced text (""D. PROVIDE REQUIRED BLOCKING AND SUPPORT FOR CEILING FANS AND ALL OTHER CEILING MOUNTED FIXTURES. | D. PROVIDE BACKING / SUPPORT FOR ALL MOUNTED FIXTU"") supports the item; matched terms: back, backing, block, blocking.","D. PROVIDE REQUIRED BLOCKING AND SUPPORT FOR CEILING FANS AND ALL OTHER CEILING MOUNTED FIXTURES. | D. PROVIDE BACKING / SUPPORT FOR ALL MOUNTED FIXTURES, EQUIPMENT, CASEWORK, AND/OR SYSTEMS FURNITURE. COORDINATE WITH FLOOR PLANS, AND INTERIOR ELEVATIONS PRIOR TO THE COVERING OF STUD FRAMING. REFER TO MANUFACTURER'S RECOMMENDATIONS WHERE APPLICABLE, OTHERWISE REFER TO DETAILS ON A700s SHEET SERIES","D. PROVIDE REQUIRED BLOCKING AND SUPPORT FOR CEILING FANS AND ALL OTHER CEILING MOUNTED FIXTURES. | D. PROVIDE BACKING / SUPPORT FOR ALL MOUNTED FIXTURES, EQUIPMENT, CASEWORK, AND/OR SYSTEMS FURNITURE. COORDINATE WITH FLOOR PLANS, AND INTERIOR ELEVATIONS PRIOR TO THE COVERING OF STUD FRAMING. REFER TO MANUFACTURER'S RECOMMENDATIONS WHERE APPLICABLE, OTHERWISE REFER TO DETAILS ON A700s SHEET SERIES",
A-421,Enlarged Plans Unit 2,Architectural,9,Thermal Protection,Furnish & Install Insulation Accessories (Baffles And Box Outs),Others,1,RIGHT,"Referenced text (""F. LIGHT FIXTURES IN CEILINGS TO RECEIVE BATT INSULATION ON TOP SHALL HAVE A BOX OUT TO PROTECT THE INSULATION FROM THE HEAT OF THE LIGHT SOURCE."") supports the item; matched terms: box, insulation.",F. LIGHT FIXTURES IN CEILINGS TO RECEIVE BATT INSULATION ON TOP SHALL HAVE A BOX OUT TO PROTECT THE INSULATION FROM THE HEAT OF THE LIGHT SOURCE.,F. LIGHT FIXTURES IN CEILINGS TO RECEIVE BATT INSULATION ON TOP SHALL HAVE A BOX OUT TO PROTECT THE INSULATION FROM THE HEAT OF THE LIGHT SOURCE.,
A-421,Enlarged Plans Unit 2,Architectural,9,Flashing and Sheet Metal,"Furnish & Install Gutters, Downspouts, and Associated Accessories",Gutters & Downspouts,2,RIGHT,"[Manual review] Referenced text ""DS"" is the downspout symbol/abbreviation shown on the roof plan, consistent with the item.",DS | DS,DS | DS,
A-421,Enlarged Plans Unit 2,Architectural,9,Joint Sealants,"Furnish & Install Expansion Joint Systems, Fillers, and Sealants",Expansion Joint Sealants,1,RIGHT,"Referenced text (""H. SEE G SERIES SHEETS FOR EXPANSION JOINT SCHEDULE."") supports the item; matched terms: expansion, joint.",H. SEE G SERIES SHEETS FOR EXPANSION JOINT SCHEDULE.,H. SEE G SERIES SHEETS FOR EXPANSION JOINT SCHEDULE.,
A-421,Enlarged Plans Unit 2,Architectural,9,"Doors, Frames & Hardware",Furnish & Install Coordination For Reversed Door Handings In Mirrored Units,Installation and Adjustments,2,RIGHT,"Referenced text (""SOME UNITS MAY BE MIRRORED IN OVERALL PLANS OR UNIT SCHEDULE. DOOR HANDINGS AND LOCKSETS WILL BE REVERSED. | I. WHERE DOOR LOCATIONS ARE NOT DIMENSION"") supports the item; matched terms: door, handing, handings, mirrored, reversed, unit, units.","SOME UNITS MAY BE MIRRORED IN OVERALL PLANS OR UNIT SCHEDULE. DOOR HANDINGS AND LOCKSETS WILL BE REVERSED. | I. WHERE DOOR LOCATIONS ARE NOT DIMENSIONED, SEE DETAILS REFERENCED IN DOOR SCHEDULE BY SPECIFIC CONDITION. OTHERWISE, THE HINGE SIDE OF DOOR ROUGH OPENINGS SHALL BE LOCATED 4"" FROM THE ADJACENT PERPENDICULAR WALL, SUBJECT TO MAINTENANCE OF REQUIRED ADA CLEARANCES REFERENCED IN THE G700s SH","SOME UNITS MAY BE MIRRORED IN OVERALL PLANS OR UNIT SCHEDULE. DOOR HANDINGS AND LOCKSETS WILL BE REVERSED. | I. WHERE DOOR LOCATIONS ARE NOT DIMENSIONED, SEE DETAILS REFERENCED IN DOOR SCHEDULE BY SPECIFIC CONDITION. OTHERWISE, THE HINGE SIDE OF DOOR ROUGH OPENINGS SHALL BE LOCATED 4"" FROM THE ADJACENT PERPENDICULAR WALL, SUBJECT TO MAINTENANCE OF REQUIRED ADA CLEARANCES REFERENCED IN THE G700s SH",
A-421,Enlarged Plans Unit 2,Architectural,9,Tiling,Furnish & Install Floor Tile,Ceramic & Porcelain Tile,2,RIGHT,"Referenced text (""49 SF T-2 TB-1 EP-1 GB-2 BATH D | 59 SF T-2 TB-1 P-1 GB-1 LAUNDRY E"") supports the item; matched terms: ceramic, porcelain, tile.",49 SF T-2 TB-1 EP-1 GB-2 BATH D | 59 SF T-2 TB-1 P-1 GB-1 LAUNDRY E,BATH D GB-2 EP-1 TB-1 T-2 49 SF | LAUNDRY E GB-1 P-1 TB-1 T-2 59 SF,
A-421,Enlarged Plans Unit 2,Architectural,9,Tiling,Furnish & Install Tile Base,Ceramic & Porcelain Tile,7,RIGHT,"Referenced text (""49 SF T-2 TB-1 EP-1 GB-2 BATH D | 59 SF T-2 TB-1 P-1 GB-1 LAUNDRY E | TB-1 | TB-1 | TB-1 | TB-1 | TB-1"") supports the item; matched terms: base, ceramic, porcelain, tile.",49 SF T-2 TB-1 EP-1 GB-2 BATH D | 59 SF T-2 TB-1 P-1 GB-1 LAUNDRY E | TB-1 | TB-1 | TB-1 | TB-1 | TB-1,BATH D GB-2 EP-1 TB-1 T-2 49 SF | LAUNDRY E GB-1 P-1 TB-1 T-2 59 SF | TB-1 | TB-1 | TB-1 | TB-1 | TB-1,
A-421,Enlarged Plans Unit 2,Architectural,9,Flooring,Furnish & Install Rubber Base,Base and Transitions,11,RIGHT,"Referenced text (""RB-1 | RB-1 | 180 SF C-1 RB-1 P-1 GB-1 LIVING A | 132 SF LVT-1 RB-1/RB-2 P-1 GB-1 KITCHEN B | 71 SF LVT-1 RB-1 P-1 GB-1 HALL H | 34 SF EF-1 RB-1 P-1 G"") supports the item; matched terms: base, rubber.",RB-1 | RB-1 | 180 SF C-1 RB-1 P-1 GB-1 LIVING A | 132 SF LVT-1 RB-1/RB-2 P-1 GB-1 KITCHEN B | 71 SF LVT-1 RB-1 P-1 GB-1 HALL H | 34 SF EF-1 RB-1 P-1 GB-1 MECH M | 9 SF LVT-1 RB-1 P-1 GB-1 CLOSET C | RB-1 | RB-1 | RB-1 | RB-1,RB-1 | RB-1 | LIVING A GB-1 P-1 RB-1 C-1 180 SF | KITCHEN B GB-1 P-1 RB-1/RB-2 LVT-1 132 SF | HALL H GB-1 P-1 RB-1 LVT-1 71 SF | MECH M GB-1 P-1 RB-1 EF-1 34 SF | CLOSET C GB-1 P-1 RB-1 LVT-1 9 SF | RB-1 | RB-1 | RB-1 | RB-1,
A-421,Enlarged Plans Unit 2,Architectural,9,Flooring,Furnish & Install Carpet,Carpet,3,RIGHT,"Referenced text (""180 SF C-1 RB-1 P-1 GB-1 LIVING A | 128 SF C-1 CB-1 P-1 GB-1 BEDROOM G | 141 SF C-1 CB-1 P-1 GB-1 PRIMARY BEDROOM F"") supports the item; matched terms: carpet.",180 SF C-1 RB-1 P-1 GB-1 LIVING A | 128 SF C-1 CB-1 P-1 GB-1 BEDROOM G | 141 SF C-1 CB-1 P-1 GB-1 PRIMARY BEDROOM F,LIVING A GB-1 P-1 RB-1 C-1 180 SF | BEDROOM G GB-1 P-1 CB-1 C-1 128 SF | PRIMARY BEDROOM F GB-1 P-1 CB-1 C-1 141 SF,
A-421,Enlarged Plans Unit 2,Architectural,9,Flooring,Furnish & Install Carpet Base,Base and Transitions,4,RIGHT,"Referenced text (""128 SF C-1 CB-1 P-1 GB-1 BEDROOM G | 141 SF C-1 CB-1 P-1 GB-1 PRIMARY BEDROOM F | CB-1 | CB-1"") supports the item; matched terms: base, carpet.",128 SF C-1 CB-1 P-1 GB-1 BEDROOM G | 141 SF C-1 CB-1 P-1 GB-1 PRIMARY BEDROOM F | CB-1 | CB-1,BEDROOM G GB-1 P-1 CB-1 C-1 128 SF | PRIMARY BEDROOM F GB-1 P-1 CB-1 C-1 141 SF | CB-1 | CB-1,
A-421,Enlarged Plans Unit 2,Architectural,9,Flooring,Furnish & Install Luxury Vinyl Tile,Resilient Flooring,3,RIGHT,"Referenced text (""132 SF LVT-1 RB-1/RB-2 P-1 GB-1 KITCHEN B | 71 SF LVT-1 RB-1 P-1 GB-1 HALL H | 9 SF LVT-1 RB-1 P-1 GB-1 CLOSET C"") supports the item; matched terms: luxury, resilient, tile, vinyl.",132 SF LVT-1 RB-1/RB-2 P-1 GB-1 KITCHEN B | 71 SF LVT-1 RB-1 P-1 GB-1 HALL H | 9 SF LVT-1 RB-1 P-1 GB-1 CLOSET C,KITCHEN B GB-1 P-1 RB-1/RB-2 LVT-1 132 SF | HALL H GB-1 P-1 RB-1 LVT-1 71 SF | CLOSET C GB-1 P-1 RB-1 LVT-1 9 SF,
A-421,Enlarged Plans Unit 2,Architectural,9,Flooring,Furnish & Install Resinous Flooring,Resinous Flooring,1,RIGHT,"Referenced text (""34 SF EF-1 RB-1 P-1 GB-1 MECH M"") supports the item; matched terms: flooring, resinous.",34 SF EF-1 RB-1 P-1 GB-1 MECH M,MECH M GB-1 P-1 RB-1 EF-1 34 SF,
A-421,Enlarged Plans Unit 2,Architectural,9,Painting and Coating,Furnish & Install Paint Finish P-1,Interior Painting,18,RIGHT,"Referenced text (""P-1 | P-1 | 180 SF C-1 RB-1 P-1 GB-1 LIVING A | 128 SF C-1 CB-1 P-1 GB-1 BEDROOM G | 141 SF C-1 CB-1 P-1 GB-1 PRIMARY BEDROOM F | 132 SF LVT-1 RB-1/RB"") supports the item; matched terms: p-1, paint, painting.",P-1 | P-1 | 180 SF C-1 RB-1 P-1 GB-1 LIVING A | 128 SF C-1 CB-1 P-1 GB-1 BEDROOM G | 141 SF C-1 CB-1 P-1 GB-1 PRIMARY BEDROOM F | 132 SF LVT-1 RB-1/RB-2 P-1 GB-1 KITCHEN B | 59 SF T-2 TB-1 P-1 GB-1 LAUNDRY E | 71 SF LVT-1 RB-1 P-1 GB-1 HALL H | 34 SF EF-1 RB-1 P-1 GB-1 MECH M | 9 SF LVT-1 RB-1 P-1 GB-1 CLOSET C | P-1 | P-1 | P-1 | P-1 | P-1 | P-1 | P-1 | P-1,P-1 | P-1 | LIVING A GB-1 P-1 RB-1 C-1 180 SF | BEDROOM G GB-1 P-1 CB-1 C-1 128 SF | PRIMARY BEDROOM F GB-1 P-1 CB-1 C-1 141 SF | KITCHEN B GB-1 P-1 RB-1/RB-2 LVT-1 132 SF | LAUNDRY E GB-1 P-1 TB-1 T-2 59 SF | HALL H GB-1 P-1 RB-1 LVT-1 71 SF | MECH M GB-1 P-1 RB-1 EF-1 34 SF | CLOSET C GB-1 P-1 RB-1 LVT-1 9 SF | P-1 | P-1 | P-1 | P-1 | P-1 | P-1 | P-1 | P-1,
A-421,Enlarged Plans Unit 2,Architectural,9,Painting and Coating,Furnish & Install Epoxy Paint Finish EP-1,High-Performance Coatings,5,RIGHT,"Referenced text (""49 SF T-2 TB-1 EP-1 GB-2 BATH D | EP-1 | EP-1 | EP-1 | EP-1"") supports the item; matched terms: coating, ep-1, epoxy, paint.",49 SF T-2 TB-1 EP-1 GB-2 BATH D | EP-1 | EP-1 | EP-1 | EP-1,BATH D GB-2 EP-1 TB-1 T-2 49 SF | EP-1 | EP-1 | EP-1 | EP-1,
A-421,Enlarged Plans Unit 2,Architectural,9,Interior Specialties,Furnish & Install Toilet & Bathroom Accessories,Toilet Accessories,6,RIGHT,"[Manual review] Referenced equipment tags (TH1 Towel Hook, TR1 Towel Ring, MR1 Mirror, TP1 TP Holder) are all bathroom accessories per the specialty equipment schedule.",TH1 TOWEL HOOK | TR1 TOWEL RING | TH1 TOWEL HOOK | MR1 MIRROR | TR1 TOWEL RING | TP1 TP HOLDER,TH1 TOWEL HOOK | TR1 TOWEL RING | TH1 TOWEL HOOK | MR1 MIRROR | TR1 TOWEL RING | TP1 TP HOLDER,
A-421,Enlarged Plans Unit 2,Architectural,9,Interior Specialties,Furnish & Install Trim and Escutcheons for Ceiling Penetrations,Others,1,RIGHT,"Referenced text (""E. PROVIDE APPROPRIATE TRIM OR ESCUTCHEONS FOR ALL ITEMS PENETRATING CEILINGS FROM FINISH SPACE."") supports the item; matched terms: ceiling, escutcheon, escutcheons, trim.",E. PROVIDE APPROPRIATE TRIM OR ESCUTCHEONS FOR ALL ITEMS PENETRATING CEILINGS FROM FINISH SPACE.,E. PROVIDE APPROPRIATE TRIM OR ESCUTCHEONS FOR ALL ITEMS PENETRATING CEILINGS FROM FINISH SPACE.,
A-421,Enlarged Plans Unit 2,Architectural,9,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,11,RIGHT,"[Manual review] Referenced text (""ROD AND SHELF"", ""SR"", ""SHELVES"") matches shelving/closet-rod callouts in the closet and linen closet details.",ROD AND SHELF | SR | SR | SR | SR | SR | SR | SHELVES | SHELVES | ROD AND SHELF | SHELVES,ROD AND SHELF | SR | SR | SR | SR | SR | SR | SHELVES | SHELVES | ROD AND SHELF | SHELVES,
A-421,Enlarged Plans Unit 2,Architectural,9,Residential Equipment,Furnish & Install Residential Appliances,Residential Appliances,8,RIGHT,"[Manual review] Referenced equipment tags (WA1 Washer, DR1 Dryer, FR1 Fridge, MW1 Microwave, RH1 Range Hood, GD1 Disposal, DW1 Dishwasher, OV1 Oven/Range) are all residential appliances per the specialty equipment schedule.",WA1 WASHER | DR1 DRYER | FR1 FRIDGE | MW1 MICROWAVE | RH1 RANGE HOOD | GD1 DISPOSAL | DW1 DISHWASHER | OV1 OVEN/RANGE,WA1 WASHER | DR1 DRYER | FR1 FRIDGE | MW1 MICROWAVE | RH1 RANGE HOOD | DISPOSAL GD1 | DISHWASHER DW1 | OVEN/RANGE OV1,
A-421,Enlarged Plans Unit 2,Architectural,9,Window Treatments,Furnish & Install Curtain Rods,Drapery & Curtains,3,RIGHT,"Referenced text (""CR1 CURTAIN ROD | CR1 CURTAIN ROD | CR1 CURTAIN ROD"") supports the item; matched terms: curtain.",CR1 CURTAIN ROD | CR1 CURTAIN ROD | CR1 CURTAIN ROD,CR1 CURTAIN ROD | CR1 CURTAIN ROD | CR1 CURTAIN ROD,
A-421,Enlarged Plans Unit 2,Architectural,9,Casework,Furnish & Install Plastic Laminate Casework,Plastic Laminate Casework,18,RIGHT,"Referenced text (""PL-1 | PL-1 | PL-1 | 302 28"" 36"" 12"" 2 SHELVES | 308M 26"" 36"" 26"" L-SHAPED, 2 SHELVES | 38"" 186M 36"" SHELF | PL-1 | PL-1 | 38"" 38"" 186M 36"" SHELF | 15"") supports the item; matched terms: casework, laminate, plastic.","PL-1 | PL-1 | PL-1 | 302 28"" 36"" 12"" 2 SHELVES | 308M 26"" 36"" 26"" L-SHAPED, 2 SHELVES | 38"" 186M 36"" SHELF | PL-1 | PL-1 | 38"" 38"" 186M 36"" SHELF | 152M 36"" 36"" 24"" TIP-OUT TRAYS | 308M 26"" 36"" 26"" L-SHAPED, 2 SHELVES | 302M 36"" 26"" 12"" LIGHT SKIRT | 301 12"" 36"" 12"" 2 SHELVES | 301 12"" 36"" 12"" 2 SHELVES | 326M 32"" 36"" 12"" MICROWAVE | 302 30"" 24"" 12"" W/ HOOD | 301 18"" 36"" 12"" 2 SHELVES | E. ON ALL ","PL-1 | PL-1 | PL-1 | 302 28"" 36"" 12"" 2 SHELVES | 308M 26"" 36"" 26"" L-SHAPED, 2 SHELVES | 186M 38"" 36"" SHELF | PL-1 | PL-1 | 186M 38"" 38"" 36"" SHELF | 152M 36"" 36"" 24"" TIP-OUT TRAYS | 308M 26"" 36"" 26"" L-SHAPED, 2 SHELVES | 302M 36"" 26"" 12"" LIGHT SKIRT | 301 12"" 36"" 12"" 2 SHELVES | 301 12"" 36"" 12"" 2 SHELVES | 326M 32"" 36"" 12"" MICROWAVE | 302 30"" 24"" 12"" W/ HOOD | 301 18"" 36"" 12"" 2 SHELVES | E. ON ALL ",
A-421,Enlarged Plans Unit 2,Architectural,9,Countertops,Furnish & Install Sidesplashes For Countertops,Edge Profiles & Integrated Sinks,1,RIGHT,"Referenced text (""F. WHERE BACKSPLASHES ARE NOTED, PROVIDE SIDESPLASHES WHENEVER COUNTERTOPS ARE ADJACENT TO WALLS."") supports the item; matched terms: countertop, countertops, sidesplashe, sidesplashes.","F. WHERE BACKSPLASHES ARE NOTED, PROVIDE SIDESPLASHES WHENEVER COUNTERTOPS ARE ADJACENT TO WALLS.","F. WHERE BACKSPLASHES ARE NOTED, PROVIDE SIDESPLASHES WHENEVER COUNTERTOPS ARE ADJACENT TO WALLS.",
A-421,Enlarged Plans Unit 2,Architectural,9,Plumbing,Furnish & Install — Plumbing Fixture Accessories and Trim,Plumbing Fixtures & Accessories,5,RIGHT,"[Manual review] Referenced tags (TS1 Tub Surround, SC1 Shower Caddy) are plumbing fixture accessories/trim per the specialty equipment schedule.",TS1 TUB SURROUND | SC1 SHWR CADDY | TS1 TUB SURROUND MIN | TS1 TUB SURROUND | SC1 SHWR CADDY,TS1 TUB SURROUND | SC1 SHWR CADDY | TS1 TUB SURROUND | TS1 TUB SURROUND | SC1 SHWR CADDY,
A-421,Enlarged Plans Unit 2,Architectural,9,Plumbing,Furnish & Install — Plumbing Fixtures,Plumbing Fixtures & Accessories,4,NEEDS_REVIEW,"Region text (""SS-1 | SS-1 | SS-1 | SS-1"") does not obviously contain matching keywords for ""Furnish & Install — Plumbing Fixtures"" - verify by eye.",SS-1 | SS-1 | SS-1 | SS-1,SS-1 | SS-1 | SS-1 | SS-1,"755,1497,778,1497,778,1510,755,1510; 948,1512,971,1512,971,1525,948,1525; 435,1856,458,1856,458,1868,435,1868; 847,1855,870,1855,870,1868,847,1868"
A-421,Enlarged Plans Unit 2,Architectural,9,Miscellaneous Metals,Furnish & Install Corner Guards,Corner & Wall Guards,4,RIGHT,"Referenced text (""CORNER GUARD | CORNER GUARD | CORNER GUARD | CORNER GUARD"") supports the item; matched terms: corner, guard.",CORNER GUARD | CORNER GUARD | CORNER GUARD | CORNER GUARD,CORNER GUARD | CORNER GUARD | CORNER GUARD | CORNER GUARD,
A-425,Equipment Plans & Schedule,Architectural,10,Rough Carpentry,Furnish & Install Wood Blocking and Backing,Blocking and Backing,8,RIGHT,"Referenced text (""GB1 GRAB BAR GRAB BAR, 42"". CONTRACTOR TO PROVIDE BACKING X | GB3 GRAB BAR GRAB BAR TRANSFER SHOWER, CONTRACTOR TO PROVIDE BACKING X | GB3 | GB1 | GB1"") supports the item; matched terms: back, backing.","GB1 GRAB BAR GRAB BAR, 42"". CONTRACTOR TO PROVIDE BACKING X | GB3 GRAB BAR GRAB BAR TRANSFER SHOWER, CONTRACTOR TO PROVIDE BACKING X | GB3 | GB1 | GB1 | GB3 | GB1 | GB1","GB1 GRAB BAR GRAB BAR, 42"". CONTRACTOR TO PROVIDE BACKING X | GB3 GRAB BAR GRAB BAR TRANSFER SHOWER, CONTRACTOR TO PROVIDE BACKING X | GB3 | GB1 | GB1 | GB3 | GB1 | GB1",
A-425,Equipment Plans & Schedule,Architectural,10,Windows,Furnish & Install Vinyl Clad Windows,Vinyl Windows,3,WRONG,"[Manual review] Referenced text (""96 UNITS WT7"", ""84 UNITS WT6"", ""60 UNITS WT5"") is the unit-count callout from the site equipment plan legend (number of apartment units per building), unrelated to windows.",96 UNITS WT7 | 84 UNITS WT6 | 60 UNITS WT5,WT7 96 UNITS | WT6 84 UNITS | WT5 60 UNITS,"805,314,872,314,872,358,805,358; 1176,272,1248,272,1248,286,1176,286; 1407,272,1478,272,1478,286,1407,286"
A-425,Equipment Plans & Schedule,Architectural,10,Wall Finishes,Furnish & Install Cut To Fit Abs Tub Surround,Fiber-Reinforced Polymer (FRP) Wall Panels,5,RIGHT,"Referenced text (""TS1 TUB SURROUND CUT TO FIT ABS SURROUND, TUB TO CEILING. (NO FIBERGLASS) X | TS1 TUB SURROUND | TS1 TUB SURROUND | TS1 | TS1"") supports the item; matched terms: abs, cut, fit, surround, tub.","TS1 TUB SURROUND CUT TO FIT ABS SURROUND, TUB TO CEILING. (NO FIBERGLASS) X | TS1 TUB SURROUND | TS1 TUB SURROUND | TS1 | TS1","TS1 TUB SURROUND CUT TO FIT ABS SURROUND, TUB TO CEILING. (NO FIBERGLASS) X | TUB SURROUND | TUB SURROUND | TS1 | TS1",
A-425,Equipment Plans & Schedule,Architectural,10,Safety Specialties,Furnish & Install Fire Extinguishers And Cabinets,Fire Extinguishers & Cabinets,2,RIGHT,"Referenced text (""FE FIRE EXT. | FEC FIRE EXT CAB (1) ON EACH LEVEL = (3)"") supports the item; matched terms: fire.",FE FIRE EXT. | FEC FIRE EXT CAB (1) ON EACH LEVEL = (3),FIRE EXT. | FIRE EXT CAB (1) ON EACH LEVEL = (3),
A-425,Equipment Plans & Schedule,Architectural,10,Safety Specialties,Furnish & Install Shower And Tub Seats,Emergency Aid Devices,5,RIGHT,"Referenced text (""ST1 SHWR SEAT SHOWER OR TUB SEAT X | ST1 SHWR SEAT | ST1 SHWR SEAT | ST1 | ST1"") supports the item; matched terms: seat, shower, tub.",ST1 SHWR SEAT SHOWER OR TUB SEAT X | ST1 SHWR SEAT | ST1 SHWR SEAT | ST1 | ST1,ST1 SHWR SEAT SHOWER OR TUB SEAT X | SHWR SEAT | SHWR SEAT | ST1 | ST1,
A-425,Equipment Plans & Schedule,Architectural,10,Storage Specialties,Furnish & Install Mailboxes,Postal Specialties,7,RIGHT,"[Manual review] Referenced text (""MB1 MAILBOX... 16 MAIL & 2 PACKAGES PER UNIT"") directly matches the item.","MB1 MAILBOX MAILBOX, 16 MAIL & 2 PACKAGES PER UNIT X | MB1 MAILBOX (6) (4) | MB1 MAILBOX (6) (4) | MB1 MAILBOX (6) | MB1 | MB1 | MB1","MB1 MAILBOX MAILBOX, 16 MAIL & 2 PACKAGES PER UNIT X | MAILBOX (6) | MAILBOX (4) | MAILBOX (6) | MB1 | MB1 | MB1",
A-425,Equipment Plans & Schedule,Architectural,10,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,29,RIGHT,"Referenced text (""CR2 CLST ROD CLOSET ROD, CHROME, FIXED ENDS X | CR2 CLST ROD | CR2 CLST ROD | CR2 CLST ROD | CR2 CLST ROD | CR2 CLST ROD | CR2 CLST ROD | CR2 CLST ROD"") supports the item; matched terms: closet.","CR2 CLST ROD CLOSET ROD, CHROME, FIXED ENDS X | CR2 CLST ROD | CR2 CLST ROD | CR2 CLST ROD | CR2 CLST ROD | CR2 CLST ROD | CR2 CLST ROD | CR2 CLST ROD | CR2 CLST ROD | CR2 CLST ROD | CR2 CLST ROD | CR2 CLST ROD | CR2 CLST ROD | CR2 CLST ROD | CR2 CLST ROD | CR2 | CR2 | CR2 | CR2 | CR2 | CR2 | CR2 | CR2 | CR2 | CR2 | CR2 | CR2 | CR2 | CR2","CR2 CLST ROD CLOSET ROD, CHROME, FIXED ENDS X | CLST ROD | CLST ROD | CLST ROD | CLST ROD | CLST ROD | CLST ROD | CLST ROD | CLST ROD | CLST ROD | CLST ROD | CLST ROD | CLST ROD | CLST ROD | CLST ROD | CR2 | CR2 | CR2 | CR2 | CR2 | CR2 | CR2 | CR2 | CR2 | CR2 | CR2 | CR2 | CR2 | CR2",
